"Hot Spots - Method","Self time [%]","Self time","Invocations"
"cc.spray.http.HttpResponse$.apply(cc.spray.http.StatusCode, cc.spray.http.HttpContent)","6.964709E-4","14.074 ms","25448"
"me.prettyprint.cassandra.service.KeyspaceServiceImpl.getThriftCl(me.prettyprint.cassandra.service.OperationType)","6.861283E-4","13.865 ms","25449"
"me.prettyprint.cassandra.model.HSlicePredicate.<init>(me.prettyprint.hector.api.Serializer)","6.810806E-4","13.763 ms","25449"
"org.apache.log4j.Hierarchy.emitNoAppenderWarning(org.apache.log4j.Category)","6.7598355E-4","13.66 ms","145753"
"cc.spray.directives.MiscDirectives$class.pimpRouteWithConcatenation(cc.spray.directives.BasicDirectives, scala.Function1)","6.759341E-4","13.659 ms","25449"
"cc.spray.HttpService.handle(cc.spray.RequestContext)","6.729154E-4","13.598 ms","25449"
"org.eclipse.jetty.server.HttpOutput.write(byte[])","6.7058956E-4","13.551 ms","25445"
"org.eclipse.jetty.http.HttpFields$Field.getLongValue()","6.653935E-4","13.446 ms","25439"
"org.eclipse.jetty.io.BufferUtil.toLong(org.eclipse.jetty.io.Buffer)","6.591582E-4","13.32 ms","25439"
"cc.spray.directives.BasicDirectives$class.filter1(cc.spray.directives.BasicDirectives, scala.Function1)","6.5490237E-4","13.234 ms","25449"
"akka.event.EventHandler$Debug.<init>(Object, Object)","6.5054756E-4","13.146 ms","26001"
"cc.spray.HttpServiceLogic$$anonfun$convertRejections$1.<init>(cc.spray.HttpServiceLogic, cc.spray.Respond)","6.5020117E-4","13.139 ms","25448"
"org.eclipse.jetty.http.AbstractGenerator.isPersistent()","6.4955786E-4","13.126 ms","137226"
"org.cliffc.high_scale_lib.NonBlockingHashMap.get_impl(org.cliffc.high_scale_lib.NonBlockingHashMap, Object[], Object, int)","6.438669E-4","13.011 ms","11475"
"org.eclipse.jetty.http.HttpFields.getField(int)","6.438174E-4","13.01 ms","76233"
"org.eclipse.jetty.http.HttpFields$Field.getNameOrdinal()","6.387698E-4","12.908 ms","76233"
"cc.spray.RequestContext$$anonfun$withRoutingResultTransformed$1.apply(Object)","6.315943E-4","12.763 ms","50896"
"cc.spray.HttpServiceActor$$anonfun$receive$1.apply(Object)","6.294664E-4","12.72 ms","25449"
"akka.event.EventHandler$Event$class.$init$(akka.event.EventHandler.Event)","6.2837766E-4","12.698 ms","26031"
"org.cliffc.high_scale_lib.NonBlockingHashMap.access$1300(Object[], int)","6.260023E-4","12.65 ms","90568"
"cc.spray.HttpServiceLogic$$anonfun$handle$1.apply(Object)","6.122451E-4","12.372 ms","25448"
"cc.spray.connectors.ConnectorServlet$$anonfun$responderFor$1.apply(Object)","6.0378294E-4","12.201 ms","25454"
"cc.spray.http.HttpHeaders$Host$$anonfun$value$2.<init>(cc.spray.http.HttpHeaders.Host)","6.0066534E-4","12.138 ms","26009"
"org.apache.cassandra.thrift.SliceRange.setReversedIsSet(boolean)","5.9294543E-4","11.982 ms","25449"
"org.apache.cassandra.locator.DynamicEndpointSnitch$1.run()","5.906691E-4","11.936 ms","7807"
"me.prettyprint.cassandra.service.KeyspaceServiceImpl.access$000(me.prettyprint.cassandra.service.KeyspaceServiceImpl, me.prettyprint.cassandra.service.OperationType)","5.805244E-4","11.731 ms","25449"
"cc.spray.directives.LongNumber$.fromChar(char)","5.779511E-4","11.679 ms","25449"
"cc.spray.RequestContext$$anonfun$withRoutingResultTransformed$1.<init>(cc.spray.RequestContext, scala.Function1)","5.7508086E-4","11.621 ms","50898"
"cc.spray.Reject$.apply$default$1()","5.74685E-4","11.613 ms","25448"
"cc.spray.directives.NumberMatcher.apply(Object)","5.6859816E-4","11.49 ms","25449"
"org.eclipse.jetty.server.HttpConnection.flushResponse()","5.631547E-4","11.38 ms","25437"
"org.apache.cassandra.db.ColumnFamilyStore.concatWithIndexes()","5.624124E-4","11.365 ms","8742"
"me.prettyprint.cassandra.model.HSlicePredicate.findBytes(Object)","5.5810704E-4","11.278 ms","50898"
"cc.spray.directives.SprayRoute1.apply(scala.Function1)","5.576122E-4","11.268 ms","25449"
"cc.spray.http.ContentType.value()","5.5741426E-4","11.264 ms","25446"
"cc.spray.directives.SprayRoute$$anonfun$fromRouting$1.<init>(cc.spray.directives.SprayRoute, scala.Function1)","5.543956E-4","11.203 ms","76347"
"cc.spray.utils.EventHandlerLog$$anonfun$debug$1.apply()","5.500408E-4","11.115 ms","26001"
"cc.spray.RootService$$anonfun$4.apply(Object)","5.4548803E-4","11.023 ms","26003"
"cc.spray.HttpServiceLogic$$anonfun$handle$1.<init>(cc.spray.HttpServiceLogic)","5.450427E-4","11.014 ms","25449"
"cc.spray.http.HttpContent$$anonfun$apply$1.<init>()","5.4479524E-4","11.009 ms","25455"
"com.example.EvseService$$anonfun$2$$anonfun$apply$2.<init>(com.example.EvseService..anonfun.2, long)","5.424694E-4","10.962 ms","25449"
"org.apache.cassandra.thrift.Column.isSetName()","5.3168135E-4","10.744 ms","152694"
"me.prettyprint.cassandra.connection.RoundRobinBalancingPolicy.getPool(java.util.Collection, java.util.Set)","5.2292226E-4","10.567 ms","25449"
"cc.spray.directives.LongNumber$.fromChar$mcJ$sp(char)","5.1658804E-4","10.439 ms","25449"
"org.eclipse.jetty.http.HttpGenerator.isResponse()","5.111445E-4","10.329 ms","76263"
"me.prettyprint.cassandra.model.thrift.ThriftConverter.consistencyLevel(me.prettyprint.hector.api.HConsistencyLevel)","5.053546E-4","10.212 ms","25449"
"com.example.Boot$$anon$1.pimpRouteWithConcatenation(scala.Function1)","5.00505E-4","10.114 ms","25449"
"cc.spray.RequestContext.copy$default$3()","4.9941626E-4","10.092 ms","50898"
"cc.spray.RootService$$anonfun$handleOneService$1.apply()","4.9847603E-4","10.073 ms","26001"
"cc.spray.directives.LongNumber$.fromChar(char)","4.904592E-4","9.911 ms","25449"
"com.example.EvseService$$anonfun$2$$anonfun$apply$1.apply(Object)","4.854116E-4","9.809 ms","25449"
"org.eclipse.jetty.server.HttpOutput.reopen()","4.735349E-4","9.569 ms","136771"
"com.google.common.base.Preconditions.checkElementIndex(int, int)","4.7304004E-4","9.559 ms","25449"
"cc.spray.http.ContentType$.apply(cc.spray.http.MediaType)","4.7007084E-4","9.499 ms","25449"
"org.apache.thrift.transport.TMemoryInputTransport.reset(byte[])","4.6898215E-4","9.477 ms","25449"
"org.apache.cassandra.thrift.Column.setTimestampIsSet(boolean)","4.5997562E-4","9.295 ms","76347"
"cc.spray.connectors.ConnectorServlet$$anonfun$respond$1.<init>(cc.spray.connectors.ConnectorServlet, javax.servlet.http.HttpServletResponse)","4.5962923E-4","9.288 ms","25446"
"org.eclipse.jetty.server.HttpOutput.getMaxIdleTime()","4.5270115E-4","9.148 ms","25438"
"org.apache.thrift.protocol.TMessage.<init>(String, byte, int)","4.5161243E-4","9.126 ms","50898"
"org.apache.commons.lang.StringUtils.equals(String, String)","4.452782E-4","8.998 ms","25449"
"cc.spray.HttpService.akka$actor$Actor$$processingBehavior()","4.433977E-4","8.96 ms","50898"
"org.eclipse.jetty.util.BlockingArrayQueue.poll()","4.4042853E-4","8.9 ms","23063"
"cc.spray.RootService$$anonfun$receive$1.isDefinedAt(Object)","4.3736037E-4","8.838 ms","26008"
"cc.spray.RootService.akka$actor$Actor$$processingBehavior()","4.3671703E-4","8.825 ms","52016"
"cc.spray.directives.SprayRoute0$$anonfun$apply$1.<init>(cc.spray.directives.SprayRoute0, scala.Function1)","4.3092715E-4","8.708 ms","50898"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.cancelIdle()","4.248403E-4","8.585 ms","137226"
"cc.spray.HttpService.convertRejections(cc.spray.RoutingResult)","4.1944633E-4","8.476 ms","25448"
"cc.spray.directives.SprayRoute1.<init>(scala.Function1)","4.1825863E-4","8.452 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap.key(Object[], int)","4.1716994E-4","8.43 ms","102058"
"cc.spray.http.HttpHeaders$Host$$anonfun$value$3.<init>(cc.spray.http.HttpHeaders.Host)","4.1608125E-4","8.408 ms","26009"
"org.eclipse.jetty.http.AbstractGenerator.setResponse(int, String)","4.15141E-4","8.389 ms","25448"
"org.eclipse.jetty.util.Scanner.scan()","4.0158172E-4","8.115 ms","296"
"org.apache.cassandra.gms.Gossiper.getMaxEndpointStateVersion(org.apache.cassandra.gms.EndpointState)","3.9643515E-4","8.011 ms","883"
"org.eclipse.jetty.http.HttpParser.fill()","3.962867E-4","8.008 ms","3099"
"org.apache.cassandra.thrift.ColumnOrSuperColumn.<init>()","3.9222883E-4","7.926 ms","76347"
"cc.spray.directives.MiscDirectives$RouteConcatenation.$tilde(scala.Function1)","3.9222883E-4","7.926 ms","25449"
"me.prettyprint.cassandra.model.QuorumAllConsistencyLevelPolicy.get(me.prettyprint.cassandra.service.OperationType)","3.8861632E-4","7.853 ms","25449"
"cc.spray.http.HttpCharset.nioCharset()","3.8856684E-4","7.852 ms","25455"
"org.apache.thrift.protocol.TBinaryProtocol.readListBegin()","3.8836888E-4","7.848 ms","25449"
"me.prettyprint.hector.api.factory.HFactory.createSliceQuery(me.prettyprint.hector.api.Keyspace, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer)","3.8807196E-4","7.842 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap.len(Object[])","3.8411305E-4","7.762 ms","104888"
"me.prettyprint.cassandra.model.ExecutionResult.<init>(Object, long, me.prettyprint.cassandra.service.CassandraHost)","3.8153978E-4","7.71 ms","50898"
"org.eclipse.jetty.server.Response.getOutputStream()","3.800057E-4","7.679 ms","25445"
"cc.spray.http.HttpContent$$anonfun$apply$1.apply()","3.7911494E-4","7.661 ms","25449"
"org.apache.cassandra.thrift.SliceRange.setCountIsSet(boolean)","3.763437E-4","7.605 ms","25449"
"org.eclipse.jetty.server.Response.setStatus(int)","3.7193942E-4","7.516 ms","25446"
"org.apache.log4j.Logger.isTraceEnabled()","3.6897024E-4","7.456 ms","3521"
"me.prettyprint.cassandra.model.HSlicePredicate.setRange(Object, Object, boolean, int)","3.6892074E-4","7.455 ms","25449"
"org.apache.cassandra.thrift.Cassandra$get_slice_args.setKey(java.nio.ByteBuffer)","3.6812897E-4","7.439 ms","25449"
"org.apache.cassandra.config.DatabaseDescriptor.getFlushWriters()","3.632793E-4","7.341 ms","8741"
"com.google.common.collect.Iterables$3.iterator()","3.6085446E-4","7.292 ms","10492"
"org.eclipse.jetty.util.thread.QueuedThreadPool.isLowOnThreads()","3.6060705E-4","7.287 ms","25438"
"org.eclipse.jetty.http.AbstractGenerator.isAllContentWritten()","3.5976578E-4","7.27 ms","25440"
"cc.spray.typeconversion.DeserializerLowerPriorityImplicits$$anon$3.<init>(cc.spray.typeconversion.DeserializerLowerPriorityImplicits, cc.spray.typeconversion.Deserializer)","3.595678E-4","7.266 ms","25449"
"me.prettyprint.cassandra.model.AbstractQuery.<init>(me.prettyprint.hector.api.Keyspace, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer)","3.514026E-4","7.101 ms","25449"
"cc.spray.connectors.ConnectorServlet$$anonfun$respond$2.<init>(cc.spray.connectors.ConnectorServlet, javax.servlet.http.HttpServletResponse)","3.487798E-4","7.048 ms","25446"
"org.eclipse.jetty.io.BufferUtil.putCRLF(org.eclipse.jetty.io.Buffer)","3.4749316E-4","7.022 ms","50877"
"org.apache.cassandra.db.ColumnFamilyStore.getMemtableThreadSafe()","3.4393015E-4","6.95 ms","8741"
"org.cliffc.high_scale_lib.NonBlockingHashMap.hash(Object)","3.4358373E-4","6.943 ms","11490"
"com.google.common.collect.ImmutableList.copyOf(Object[])","3.4289094E-4","6.929 ms","1750"
"me.prettyprint.cassandra.model.AbstractSliceQuery.<init>(me.prettyprint.hector.api.Keyspace, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer)","3.4096095E-4","6.89 ms","25449"
"org.apache.cassandra.thrift.Cassandra$get_slice_args.validate()","3.385856E-4","6.842 ms","25449"
"cc.spray.RootService.log()","3.3764538E-4","6.823 ms","25998"
"org.apache.thrift.transport.TIOStreamTransport.flush()","3.331916E-4","6.733 ms","25449"
"com.google.common.base.Preconditions.checkElementIndex(int, int, String)","3.2581814E-4","6.584 ms","25449"
"com.google.common.collect.Iterables.access$000(Iterable)","3.2279946E-4","6.523 ms","10492"
"com.google.common.collect.Iterables$4.hasNext()","3.2057258E-4","6.478 ms","31473"
"cc.spray.HttpServiceActor$$anonfun$receive$1.isDefinedAt(Object)","3.202262E-4","6.471 ms","25449"
"org.eclipse.jetty.io.ByteArrayBuffer.<init>(byte[], int, int, int, boolean)","3.1240733E-4","6.313 ms","452"
"cc.spray.HttpService.withVerifiedResponse(cc.spray.http.HttpResponse, scala.Function1)","3.1240733E-4","6.313 ms","25448"
"org.eclipse.jetty.io.View.<init>(org.eclipse.jetty.io.Buffer)","3.0627102E-4","6.189 ms","940"
"org.eclipse.jetty.http.HttpFields$Field.getValueOrdinal()","3.0542977E-4","6.172 ms","25355"
"org.apache.cassandra.thrift.SlicePredicate.<init>()","3.048854E-4","6.161 ms","25449"
"com.google.common.collect.Iterators.emptyIterator()","3.0429158E-4","6.149 ms","13117"
"cc.spray.utils.PimpedProduct.<init>(scala.Product)","3.0359876E-4","6.135 ms","76347"
"org.apache.cassandra.thrift.Cassandra$get_slice_args.<init>()","3.0285647E-4","6.12 ms","25449"
"cc.spray.directives.SprayRoute0$$anonfun$apply$1.apply(Object)","2.9919448E-4","6.046 ms","50898"
"com.google.common.collect.Iterators$5.<init>(java.util.Iterator)","2.987491E-4","6.037 ms","10492"
"com.google.common.collect.Iterables.iterators(Iterable)","2.9785835E-4","6.019 ms","10492"
"org.apache.cassandra.thrift.Cassandra$get_slice_result.<init>()","2.9612632E-4","5.984 ms","25449"
"cc.spray.typeconversion.package$.unmarshaller(cc.spray.typeconversion.Deserializer)","2.950871E-4","5.963 ms","25449"
"cc.spray.directives.NumberMatcher$mcJ$sp.fromDecimalChar$mcJ$sp(char)","2.9286023E-4","5.918 ms","25449"
"org.eclipse.jetty.http.AbstractGenerator.isBufferFull()","2.9117768E-4","5.884 ms","25441"
"org.apache.cassandra.thrift.ColumnParent.<init>()","2.853878E-4","5.767 ms","25449"
"org.apache.cassandra.thrift.Cassandra$get_slice_args.setColumn_parent(org.apache.cassandra.thrift.ColumnParent)","2.852888E-4","5.765 ms","25449"
"org.apache.cassandra.thrift.Cassandra$get_slice_result.isSetSuccess()","2.8276502E-4","5.714 ms","25449"
"org.apache.cassandra.thrift.SliceRange.validate()","2.8024122E-4","5.663 ms","25449"
"cc.spray.utils.EventHandlerLog.cc$spray$utils$EventHandlerLog$$box(Object)","2.7944942E-4","5.647 ms","26045"
"org.apache.cassandra.locator.DynamicEndpointSnitch.access$000(org.apache.cassandra.locator.DynamicEndpointSnitch)","2.7712356E-4","5.6 ms","7807"
"org.apache.cassandra.db.Memtable.getLiveSize()","2.7504514E-4","5.558 ms","8741"
"org.eclipse.jetty.util.BlockingArrayQueue.size()","2.7207597E-4","5.498 ms","25293"
"org.eclipse.jetty.server.HttpOutput.close()","2.711852E-4","5.48 ms","25437"
"org.apache.cassandra.db.ColumnFamilyStore.getMemtablesPendingFlush()","2.686614E-4","5.429 ms","8750"
"org.apache.thrift.transport.TFramedTransport.decodeFrameSize(byte[])","2.6846345E-4","5.425 ms","25449"
"org.apache.cassandra.net.MessagingService.logDroppedMessages()","2.6623657E-4","5.38 ms","168"
"cc.spray.HttpServiceLogic$$anonfun$withVerifiedResponse$1.<init>(cc.spray.HttpServiceLogic)","2.6455402E-4","5.346 ms","25448"
"org.apache.thrift.protocol.TBinaryProtocol.writeBool(boolean)","2.6292098E-4","5.313 ms","25449"
"org.apache.cassandra.gms.Gossiper.doStatusCheck()","2.6193124E-4","5.293 ms","882"
"cc.spray.RootService$$anonfun$4.apply(String)","2.6109E-4","5.276 ms","26003"
"org.apache.cassandra.thrift.Column.isSetValue()","2.6089203E-4","5.272 ms","76347"
"me.prettyprint.cassandra.model.thrift.ThriftSliceQuery.setColumnFamily(String)","2.602982E-4","5.26 ms","25449"
"cc.spray.directives.SprayRoute1$$anonfun$apply$2.<init>(cc.spray.directives.SprayRoute1, scala.Function1)","2.5802184E-4","5.214 ms","25449"
"cc.spray.RootService$$anonfun$handleOneService$1.apply()","2.4965865E-4","5.045 ms","26001"
"org.eclipse.jetty.util.thread.QueuedThreadPool.getIdleThreads()","2.4827302E-4","5.017 ms","25289"
"org.apache.cassandra.db.Table.getColumnFamilyStores()","2.4639253E-4","4.979 ms","3530"
"org.apache.cassandra.thrift.ColumnParent.validate()","2.4550178E-4","4.961 ms","25449"
"org.apache.cassandra.thrift.Cassandra$get_slice_args.setPredicate(org.apache.cassandra.thrift.SlicePredicate)","2.4540283E-4","4.959 ms","25449"
"cc.spray.directives.MiscDirectives$RouteConcatenation$$anonfun$$tilde$1.<init>(cc.spray.directives.MiscDirectives.RouteConcatenation, scala.Function1)","2.4461103E-4","4.943 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap.get(Object)","2.4406669E-4","4.932 ms","11475"
"cc.spray.directives.SprayRoute.<init>(scala.Function1)","2.4337387E-4","4.918 ms","25449"
"com.example.EvseService$$anonfun$2$$anonfun$apply$1.<init>(com.example.EvseService..anonfun.2, long)","2.4302748E-4","4.911 ms","25449"
"org.apache.cassandra.thrift.Column.validate()","2.4302748E-4","4.911 ms","76347"
"cc.spray.http.HttpContent$.apply(cc.spray.http.ContentType, byte[])","2.4085007E-4","4.867 ms","25455"
"org.apache.thrift.transport.TMemoryInputTransport.reset(byte[], int, int)","2.4025624E-4","4.855 ms","25449"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.checkIdleTimestamp(long)","2.3510965E-4","4.751 ms","2516"
"cc.spray.Respond.<init>(cc.spray.http.HttpResponse)","2.3149715E-4","4.678 ms","25454"
"org.eclipse.jetty.io.BufferUtil.isPrefix(org.eclipse.jetty.io.Buffer, org.eclipse.jetty.io.Buffer)","2.3065589E-4","4.661 ms","25439"
"org.apache.thrift.transport.TFramedTransport.encodeFrameSize(int, byte[])","2.2392574E-4","4.525 ms","25449"
"org.eclipse.jetty.util.Scanner$TimeNSize.<init>(long, long)","2.196699E-4","4.439 ms","11544"
"org.apache.cassandra.thrift.Cassandra$get_slice_args.setConsistency_level(org.apache.cassandra.thrift.ConsistencyLevel)","2.1942248E-4","4.434 ms","25449"
"org.eclipse.jetty.io.nio.IndirectNIOBuffer.<init>(int)","2.1328617E-4","4.31 ms","452"
"org.eclipse.jetty.http.HttpGenerator.isRequest()","2.1016854E-4","4.247 ms","50803"
"com.google.common.collect.Iterators.concat(java.util.Iterator)","2.0987162E-4","4.241 ms","10492"
"com.example.Boot$$anon$1.put()","2.088324E-4","4.22 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap.access$1400()","2.0680347E-4","4.179 ms","7945"
"cc.spray.directives.MiscDirectives$RouteConcatenation.<init>(cc.spray.directives.BasicDirectives, scala.Function1)","2.0675398E-4","4.178 ms","25449"
"akka.AkkaException.<init>(String, Throwable)","1.9715363E-4","3.984 ms","21"
"org.slf4j.impl.Log4jLoggerAdapter.isTraceEnabled()","1.9294728E-4","3.899 ms","3521"
"cc.spray.http.StatusCode$$anonfun$int2StatusCode$1.<init>()","1.9274934E-4","3.895 ms","25454"
"com.example.Boot$$anon$1.get()","1.8399025E-4","3.718 ms","25449"
"cc.spray.HttpServiceLogic$$anonfun$convertRejections$1.apply(Object)","1.8235721E-4","3.685 ms","25448"
"org.eclipse.jetty.server.HttpConnection.getOutputStream()","1.8087261E-4","3.655 ms","25445"
"org.apache.cassandra.db.Table.all()","1.8027877E-4","3.643 ms","1750"
"com.google.common.collect.Iterables.concat(Iterable)","1.7824983E-4","3.602 ms","10492"
"me.prettyprint.cassandra.model.QueryResultImpl.<init>(me.prettyprint.cassandra.model.ExecutionResult, me.prettyprint.hector.api.query.Query)","1.7820035E-4","3.601 ms","25449"
"scala.runtime.BoxesRunTime.unboxToLong(Object)","1.7750754E-4","3.587 ms","25449"
"com.google.common.collect.Iterables$4.next()","1.7468682E-4","3.53 ms","20983"
"me.prettyprint.cassandra.service.ExceptionsTranslatorImpl.<init>()","1.7270737E-4","3.49 ms","25449"
"com.google.common.collect.Iterators$8.next()","1.6988664E-4","3.433 ms","3500"
"org.apache.cassandra.thrift.SlicePredicate.setSlice_range(org.apache.cassandra.thrift.SliceRange)","1.6850102E-4","3.405 ms","25449"
"cc.spray.directives.MiscDirectives$RouteConcatenation$$anonfun$$tilde$1$$anonfun$apply$5$$anonfun$apply$6.<init>(cc.spray.directives.MiscDirectives.RouteConcatenation..anonfun..tilde.1..anonfun.apply.5, scala.collection.immutable.Set)","1.6780822E-4","3.391 ms","25448"
"com.google.common.collect.Iterators.forArray(Object[], int, int)","1.6577927E-4","3.35 ms","1750"
"com.google.common.collect.Iterables$3.<init>(Iterable)","1.6404725E-4","3.315 ms","10492"
"cc.spray.Reject.<init>(scala.collection.immutable.Set)","1.6186986E-4","3.271 ms","50896"
"org.apache.cassandra.db.index.SecondaryIndexManager.getIndexedColumns()","1.584553E-4","3.202 ms","8741"
"org.apache.cassandra.db.DataTracker.getMemtablesPendingFlush()","1.584058E-4","3.201 ms","8750"
"org.apache.cassandra.net.MessagingService.waitUntilListening()","1.5177464E-4","3.067 ms","883"
"me.prettyprint.cassandra.connection.NullOpTimer.start()","1.5142823E-4","3.06 ms","25449"
"com.google.common.collect.AbstractIndexedListIterator.next()","1.4949827E-4","3.021 ms","3499"
"com.google.common.collect.Iterators.checkNonnegative(int)","1.490529E-4","3.012 ms","25449"
"me.prettyprint.cassandra.model.thrift.ThriftSliceQuery$1.<init>(me.prettyprint.cassandra.model.thrift.ThriftSliceQuery)","1.4831059E-4","2.997 ms","25449"
"akka.AkkaException.toString()","1.475683E-4","2.982 ms","24"
"org.apache.cassandra.gms.Gossiper.doGossipToLiveMember(org.apache.cassandra.net.MessageProducer)","1.4707344E-4","2.972 ms","882"
"me.prettyprint.cassandra.utils.Assert.isTrue(boolean, String)","1.4548987E-4","2.94 ms","25449"
"me.prettyprint.cassandra.model.thrift.ThriftSliceQuery.<init>(me.prettyprint.hector.api.Keyspace, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer)","1.4375785E-4","2.905 ms","25449"
"com.google.common.collect.Iterables.transform(Iterable, com.google.common.base.Function)","1.4242172E-4","2.878 ms","1750"
"org.eclipse.jetty.io.ByteArrayBuffer.<init>(int, int, boolean)","1.4143198E-4","2.858 ms","452"
"cc.spray.http.HttpContent.<init>(cc.spray.http.ContentType, byte[])","1.3989791E-4","2.827 ms","25455"
"com.google.common.collect.ImmutableList.construct(Object[])","1.3950202E-4","2.819 ms","1750"
"org.apache.cassandra.config.DatabaseDescriptor.getTotalMemtableSpaceInMB()","1.3682977E-4","2.765 ms","9615"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.scheduleWrite()","1.3658233E-4","2.76 ms","416"
"org.apache.thrift.protocol.TList.<init>(byte, int)","1.3267291E-4","2.681 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotK.next()","1.3168318E-4","2.661 ms","3530"
"org.eclipse.jetty.http.AbstractGenerator.setContentLength(long)","1.2960476E-4","2.619 ms","25445"
"org.apache.cassandra.gms.Gossiper.doGossipToUnreachableMember(org.apache.cassandra.net.MessageProducer)","1.2619019E-4","2.55 ms","882"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotV.<init>(org.cliffc.high_scale_lib.NonBlockingHashMap)","1.2534893E-4","2.533 ms","2831"
"org.cliffc.high_scale_lib.NonBlockingHashMap.chm(Object[])","1.247551E-4","2.521 ms","16070"
"org.apache.cassandra.thrift.SlicePredicate.isSetSlice_range()","1.2386433E-4","2.503 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotK.<init>(org.cliffc.high_scale_lib.NonBlockingHashMap)","1.1946005E-4","2.414 ms","1765"
"org.cliffc.high_scale_lib.NonBlockingHashMap.val(Object[], int)","1.1475885E-4","2.319 ms","11490"
"org.eclipse.jetty.io.AbstractBuffers.newHeader()","1.14560906E-4","2.315 ms","452"
"cc.spray.http.HttpContent$$anonfun$apply$1.apply()","1.1070097E-4","2.237 ms","25449"
"com.google.common.collect.Iterables.concat(Iterable[])","1.09760724E-4","2.218 ms","1750"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.close()","1.0901843E-4","2.203 ms","451"
"com.google.common.collect.Iterables$4.<init>(java.util.Iterator)","1.0872151E-4","2.197 ms","10492"
"me.prettyprint.cassandra.model.thrift.ThriftSliceQuery.setKey(Object)","1.0792973E-4","2.181 ms","25449"
"com.google.common.collect.Iterators.transform(java.util.Iterator, com.google.common.base.Function)","1.0619771E-4","2.146 ms","1750"
"cc.spray.http.ContentType.<init>(cc.spray.http.MediaType, scala.Option)","1.0599977E-4","2.142 ms","25455"
"scala.Tuple1.<init>(Object)","1.0461415E-4","2.114 ms","25449"
"com.google.common.collect.Iterables$9.iterator()","1.0238726E-4","2.069 ms","1750"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotV.hasNext()","1.0090267E-4","2.039 ms","10774"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotK.hasNext()","9.902219E-5","2.001 ms","5295"
"org.apache.cassandra.config.Schema.getTables()","9.8279896E-5","1.986 ms","3515"
"org.cliffc.high_scale_lib.NonBlockingHashMap.size()","9.7191194E-5","1.964 ms","1749"
"org.apache.cassandra.db.DataTracker.getMemtable()","9.5459174E-5","1.929 ms","8741"
"org.apache.cassandra.db.Table$2.apply(Object)","9.313331E-5","1.882 ms","3500"
"com.google.common.collect.Iterators$8.hasNext()","9.253948E-5","1.87 ms","5250"
"org.cliffc.high_scale_lib.NonBlockingHashMap$CHM.size()","9.179718E-5","1.855 ms","1749"
"org.eclipse.jetty.http.HttpFields.size()","9.1252834E-5","1.844 ms","25447"
"org.eclipse.jetty.util.Scanner$TimeNSize.equals(Object)","8.541344E-5","1.726 ms","11544"
"scala.runtime.BoxesRunTime.hashFromNumber(Number)","8.44732E-5","1.707 ms","25454"
"com.google.common.collect.AbstractIndexedListIterator.<init>(int, int)","8.293912E-5","1.676 ms","1750"
"org.apache.cassandra.gms.VersionGenerator.getNextVersion()","8.274118E-5","1.672 ms","898"
"java.util.concurrent.FutureTask.run()","7.932662E-5","1.603 ms","99"
"com.google.common.collect.AbstractIndexedListIterator.hasNext()","7.7099736E-5","1.558 ms","8747"
"org.apache.cassandra.db.Table$2.apply(String)","7.581309E-5","1.532 ms","3500"
"org.apache.cassandra.utils.ExpiringMap$1.run()","7.437798E-5","1.503 ms","183"
"org.cliffc.high_scale_lib.NonBlockingHashMap$2.iterator()","7.328929E-5","1.481 ms","1765"
"org.cliffc.high_scale_lib.NonBlockingHashMap.hashes(Object[])","7.299237E-5","1.475 ms","11490"
"org.cliffc.high_scale_lib.ConcurrentAutoTable.get()","7.10624E-5","1.436 ms","1749"
"com.google.common.collect.RegularImmutableList.<init>(Object[])","6.982524E-5","1.411 ms","1750"
"me.prettyprint.cassandra.model.KeyspaceOperationCallback.<init>()","6.9379865E-5","1.402 ms","25449"
"org.eclipse.jetty.util.AttributesMap.<init>()","6.829116E-5","1.38 ms","454"
"com.google.common.collect.Iterables$9.<init>(Iterable, com.google.common.base.Function)","6.700452E-5","1.354 ms","1750"
"org.cliffc.high_scale_lib.NonBlockingHashMap.keyeq(Object, Object, int[], int, int)","6.363945E-5","1.286 ms","11490"
